Изборна единица,Општина,Избирачко место,Подносител на листа,Освоени гласови
5,СТРУГА,1882,КОАЛИЦИЈА МОЖЕМЕ,48
5,СТРУГА,1882,ЛЕВИЦА,0
5,СТРУГА,1882,АА / A,42
5,СТРУГА,1882,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1882,ГДУ,0
5,СТРУГА,1882,ИНТЕГРА,1
5,СТРУГА,1882,ДУИ,31
5,СТРУГА,1882,СДУ,0
5,СТРУГА,1882,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1882,МОРО,1
5,СТРУГА,1882,ВМРО - ДПМНЕ и други,58
5,СТРУГА,1882,ТВОЈА,0
5,СТРУГА,1883,ДПА,0
5,СТРУГА,1883,ДЕМОКРАТИ,0
5,СТРУГА,1883,КОАЛИЦИЈА МОЖЕМЕ,35
5,СТРУГА,1883,ЛЕВИЦА,0
5,СТРУГА,1883,АА / A,32
5,СТРУГА,1883,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1883,ГДУ,0
5,СТРУГА,1883,ИНТЕГРА,4
5,СТРУГА,1883,ДУИ,20
5,СТРУГА,1883,СДУ,0
5,СТРУГА,1883,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1883,МОРО,0
5,СТРУГА,1883,ВМРО - ДПМНЕ и други,23
5,СТРУГА,1883,ТВОЈА,0
5,СТРУГА,1883/1,ДПА,1
5,СТРУГА,1883/1,ДЕМОКРАТИ,0
5,СТРУГА,1883/1,КОАЛИЦИЈА МОЖЕМЕ,26
5,СТРУГА,1883/1,ЛЕВИЦА,0
5,СТРУГА,1883/1,АА / A,47
5,СТРУГА,1883/1,ГЛАС ЗА МАКЕДОНИЈА,2
5,СТРУГА,1883/1,ГДУ,0
5,СТРУГА,1883/1,ИНТЕГРА,0
5,СТРУГА,1883/1,ДУИ,29
5,СТРУГА,1883/1,СДУ,0
5,СТРУГА,1883/1,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1883/1,МОРО,0
5,СТРУГА,1883/1,ВМРО - ДПМНЕ и други,4
5,СТРУГА,1883/1,ТВОЈА,0
5,СТРУГА,1884,ДПА,0
5,СТРУГА,1884,ДЕМОКРАТИ,0
5,СТРУГА,1884,КОАЛИЦИЈА МОЖЕМЕ,50
5,СТРУГА,1884,ЛЕВИЦА,0
5,СТРУГА,1884,АА / A,37
5,СТРУГА,1884,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1884,ГДУ,0
5,СТРУГА,1884,ИНТЕГРА,0
5,СТРУГА,1884,ДУИ,28
5,СТРУГА,1884,СДУ,1
5,СТРУГА,1884,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1884,МОРО,0
5,СТРУГА,1884,ВМРО - ДПМНЕ и други,23
5,СТРУГА,1884,ТВОЈА,0
5,СТРУГА,1884/1,ДПА,0
5,СТРУГА,1884/1,ДЕМОКРАТИ,1
5,СТРУГА,1884/1,КОАЛИЦИЈА МОЖЕМЕ,51
5,СТРУГА,1884/1,ЛЕВИЦА,0
5,СТРУГА,1884/1,АА / A,62
5,СТРУГА,1884/1,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1884/1,ГДУ,0
5,СТРУГА,1884/1,ИНТЕГРА,0
5,СТРУГА,1884/1,ДУИ,39
5,СТРУГА,1884/1,СДУ,0
5,СТРУГА,1884/1,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1884/1,МОРО,4
5,СТРУГА,1884/1,ВМРО - ДПМНЕ и други,13
5,СТРУГА,1884/1,ТВОЈА,0
5,СТРУГА,1885,ДПА,0
5,СТРУГА,1885,ДЕМОКРАТИ,0
5,СТРУГА,1885,КОАЛИЦИЈА МОЖЕМЕ,4
5,СТРУГА,1885,ЛЕВИЦА,0
5,СТРУГА,1885,АА / A,0
5,СТРУГА,1885,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1885,ГДУ,0
5,СТРУГА,1885,ИНТЕГРА,0
5,СТРУГА,1885,ДУИ,0
5,СТРУГА,1885,СДУ,0
5,СТРУГА,1885,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1885,МОРО,0
5,СТРУГА,1885,ВМРО - ДПМНЕ и други,3
5,СТРУГА,1885,ТВОЈА,0
5,СТРУГА,1886,ДПА,0
5,СТРУГА,1886,ДЕМОКРАТИ,0
5,СТРУГА,1886,КОАЛИЦИЈА МОЖЕМЕ,1
5,СТРУГА,1886,ЛЕВИЦА,0
5,СТРУГА,1886,АА / A,0
5,СТРУГА,1886,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1886,ГДУ,0
5,СТРУГА,1886,ИНТЕГРА,0
5,СТРУГА,1886,ДУИ,0
5,СТРУГА,1886,СДУ,0
5,СТРУГА,1886,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1886,МОРО,0
5,СТРУГА,1886,ВМРО - ДПМНЕ и други,3
5,СТРУГА,1886,ТВОЈА,0
5,СТРУГА,1887,ДПА,1
5,СТРУГА,1887,ДЕМОКРАТИ,0
5,СТРУГА,1887,КОАЛИЦИЈА МОЖЕМЕ,97
5,СТРУГА,1887,ЛЕВИЦА,5
5,СТРУГА,1887,АА / A,0
5,СТРУГА,1887,ГЛАС ЗА МАКЕДОНИЈА,1
5,СТРУГА,1887,ГДУ,0
5,СТРУГА,1887,ИНТЕГРА,1
5,СТРУГА,1887,ДУИ,1
5,СТРУГА,1887,СДУ,1
5,СТРУГА,1887,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1887,МОРО,0
5,СТРУГА,1887,ВМРО - ДПМНЕ и други,68
5,СТРУГА,1887,ТВОЈА,0
5,СТРУГА,1888,ДПА,0
5,СТРУГА,1888,ДЕМОКРАТИ,0
5,СТРУГА,1888,КОАЛИЦИЈА МОЖЕМЕ,29
5,СТРУГА,1888,ЛЕВИЦА,1
5,СТРУГА,1888,АА / A,0
5,СТРУГА,1888,ГЛАС ЗА МАКЕДОНИЈА,1
5,СТРУГА,1888,ГДУ,0
5,СТРУГА,1888,ИНТЕГРА,0
5,СТРУГА,1888,ДУИ,0
5,СТРУГА,1888,СДУ,0
5,СТРУГА,1888,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1888,МОРО,0
5,СТРУГА,1888,ВМРО - ДПМНЕ и други,38
5,СТРУГА,1888,ТВОЈА,0
5,СТРУГА,1889,ДПА,0
5,СТРУГА,1889,ДЕМОКРАТИ,0
5,СТРУГА,1889,КОАЛИЦИЈА МОЖЕМЕ,10
5,СТРУГА,1889,ЛЕВИЦА,1
5,СТРУГА,1889,АА / A,0
5,СТРУГА,1889,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1889,ГДУ,0
5,СТРУГА,1889,ИНТЕГРА,0
5,СТРУГА,1889,ДУИ,0
5,СТРУГА,1889,СДУ,0
5,СТРУГА,1889,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1889,МОРО,0
5,СТРУГА,1889,ВМРО - ДПМНЕ и други,14
5,СТРУГА,1889,ТВОЈА,0
5,СТРУГА,1890,ДПА,0
5,СТРУГА,1890,ДЕМОКРАТИ,0
5,СТРУГА,1890,КОАЛИЦИЈА МОЖЕМЕ,88
5,СТРУГА,1890,ЛЕВИЦА,6
5,СТРУГА,1890,АА / A,1
5,СТРУГА,1890,ГЛАС ЗА МАКЕДОНИЈА,3
5,СТРУГА,1890,ГДУ,0
5,СТРУГА,1890,ИНТЕГРА,1
5,СТРУГА,1890,ДУИ,3
5,СТРУГА,1890,СДУ,0
5,СТРУГА,1890,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1890,МОРО,0
5,СТРУГА,1890,ВМРО - ДПМНЕ и други,104
5,СТРУГА,1890,ТВОЈА,0
5,СТРУГА,1891,ДПА,0
5,СТРУГА,1891,ДЕМОКРАТИ,0
5,СТРУГА,1891,КОАЛИЦИЈА МОЖЕМЕ,31
5,СТРУГА,1891,ЛЕВИЦА,2
5,СТРУГА,1891,АА / A,0
5,СТРУГА,1891,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1891,ГДУ,0
5,СТРУГА,1891,ИНТЕГРА,2
5,СТРУГА,1891,ДУИ,0
5,СТРУГА,1891,СДУ,0
5,СТРУГА,1891,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1891,МОРО,1
5,СТРУГА,1891,ВМРО - ДПМНЕ и други,43
5,СТРУГА,1891,ТВОЈА,0
5,СТРУГА,1892,ДПА,0
5,СТРУГА,1892,ДЕМОКРАТИ,0
5,СТРУГА,1892,КОАЛИЦИЈА МОЖЕМЕ,1
5,СТРУГА,1892,ЛЕВИЦА,0
5,СТРУГА,1892,АА / A,0
5,СТРУГА,1892,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1892,ГДУ,0
5,СТРУГА,1892,ИНТЕГРА,0
5,СТРУГА,1892,ДУИ,0
5,СТРУГА,1892,СДУ,0
5,СТРУГА,1892,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1892,МОРО,0
5,СТРУГА,1892,ВМРО - ДПМНЕ и други,6
5,СТРУГА,1892,ТВОЈА,0
5,СТРУГА,1893,ДПА,0
5,СТРУГА,1893,ДЕМОКРАТИ,0
5,СТРУГА,1893,КОАЛИЦИЈА МОЖЕМЕ,19
5,СТРУГА,1893,ЛЕВИЦА,0
5,СТРУГА,1893,АА / A,0
5,СТРУГА,1893,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1893,ГДУ,0
5,СТРУГА,1893,ИНТЕГРА,0
5,СТРУГА,1893,ДУИ,0
5,СТРУГА,1893,СДУ,0
5,СТРУГА,1893,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1893,МОРО,0
5,СТРУГА,1893,ВМРО - ДПМНЕ и други,8
5,СТРУГА,1893,ТВОЈА,0
5,СТРУГА,1894,ДПА,3
5,СТРУГА,1894,ДЕМОКРАТИ,0
5,СТРУГА,1894,КОАЛИЦИЈА МОЖЕМЕ,0
5,СТРУГА,1894,ЛЕВИЦА,0
5,СТРУГА,1894,АА / A,22
5,СТРУГА,1894,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1894,ГДУ,0
5,СТРУГА,1894,ИНТЕГРА,0
5,СТРУГА,1894,ДУИ,30
5,СТРУГА,1894,СДУ,0
5,СТРУГА,1894,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1894,МОРО,0
5,СТРУГА,1894,ВМРО - ДПМНЕ и други,0
5,СТРУГА,1894,ТВОЈА,0
5,СТРУГА,1895,ДПА,0
5,СТРУГА,1895,ДЕМОКРАТИ,0
5,СТРУГА,1895,КОАЛИЦИЈА МОЖЕМЕ,5
5,СТРУГА,1895,ЛЕВИЦА,0
5,СТРУГА,1895,АА / A,84
5,СТРУГА,1895,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1895,ГДУ,0
5,СТРУГА,1895,ИНТЕГРА,0
5,СТРУГА,1895,ДУИ,80
5,СТРУГА,1895,СДУ,0
5,СТРУГА,1895,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1895,МОРО,0
5,СТРУГА,1895,ВМРО - ДПМНЕ и други,0
5,СТРУГА,1895,ТВОЈА,0
5,СТРУГА,1895/1,ДПА,2
5,СТРУГА,1895/1,ДЕМОКРАТИ,0
5,СТРУГА,1895/1,КОАЛИЦИЈА МОЖЕМЕ,12
5,СТРУГА,1895/1,ЛЕВИЦА,0
5,СТРУГА,1895/1,АА / A,128
5,СТРУГА,1895/1,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1895/1,ГДУ,0
5,СТРУГА,1895/1,ИНТЕГРА,1
5,СТРУГА,1895/1,ДУИ,124
5,СТРУГА,1895/1,СДУ,0
5,СТРУГА,1895/1,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1895/1,МОРО,0
5,СТРУГА,1895/1,ВМРО - ДПМНЕ и други,1
5,СТРУГА,1895/1,ТВОЈА,0
5,СТРУГА,1896,ДПА,9
5,СТРУГА,1896,ДЕМОКРАТИ,0
5,СТРУГА,1896,КОАЛИЦИЈА МОЖЕМЕ,4
5,СТРУГА,1896,ЛЕВИЦА,0
5,СТРУГА,1896,АА / A,118
5,СТРУГА,1896,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1896,ГДУ,0
5,СТРУГА,1896,ИНТЕГРА,0
5,СТРУГА,1896,ДУИ,122
5,СТРУГА,1896,СДУ,0
5,СТРУГА,1896,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1896,МОРО,0
5,СТРУГА,1896,ВМРО - ДПМНЕ и други,0
5,СТРУГА,1896,ТВОЈА,0
5,СТРУГА,1896/1,ДПА,11
5,СТРУГА,1896/1,ДЕМОКРАТИ,1
5,СТРУГА,1896/1,КОАЛИЦИЈА МОЖЕМЕ,7
5,СТРУГА,1896/1,ЛЕВИЦА,0
5,СТРУГА,1896/1,АА / A,111
5,СТРУГА,1896/1,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1896/1,ГДУ,0
5,СТРУГА,1896/1,ИНТЕГРА,0
5,СТРУГА,1896/1,ДУИ,142
5,СТРУГА,1896/1,СДУ,0
5,СТРУГА,1896/1,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1896/1,МОРО,0
5,СТРУГА,1896/1,ВМРО - ДПМНЕ и други,0
5,СТРУГА,1896/1,ТВОЈА,0
5,СТРУГА,1897,ДПА,33
5,СТРУГА,1897,ДЕМОКРАТИ,0
5,СТРУГА,1897,КОАЛИЦИЈА МОЖЕМЕ,13
5,СТРУГА,1897,ЛЕВИЦА,0
5,СТРУГА,1897,АА / A,147
5,СТРУГА,1897,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1897,ГДУ,0
5,СТРУГА,1897,ИНТЕГРА,0
5,СТРУГА,1897,ДУИ,127
5,СТРУГА,1897,СДУ,0
5,СТРУГА,1897,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1897,МОРО,0
5,СТРУГА,1897,ВМРО - ДПМНЕ и други,0
5,СТРУГА,1897,ТВОЈА,0
5,СТРУГА,1898,ДПА,16
5,СТРУГА,1898,ДЕМОКРАТИ,2
5,СТРУГА,1898,КОАЛИЦИЈА МОЖЕМЕ,29
5,СТРУГА,1898,ЛЕВИЦА,0
5,СТРУГА,1898,АА / A,172
5,СТРУГА,1898,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1898,ГДУ,0
5,СТРУГА,1898,ИНТЕГРА,1
5,СТРУГА,1898,ДУИ,132
5,СТРУГА,1898,СДУ,0
5,СТРУГА,1898,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1898,МОРО,3
5,СТРУГА,1898,ВМРО - ДПМНЕ и други,1
5,СТРУГА,1898,ТВОЈА,0
5,СТРУГА,1899,ДПА,2
5,СТРУГА,1899,ДЕМОКРАТИ,0
5,СТРУГА,1899,КОАЛИЦИЈА МОЖЕМЕ,44
5,СТРУГА,1899,ЛЕВИЦА,1
5,СТРУГА,1899,АА / A,142
5,СТРУГА,1899,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1899,ГДУ,0
5,СТРУГА,1899,ИНТЕГРА,0
5,СТРУГА,1899,ДУИ,100
5,СТРУГА,1899,СДУ,0
5,СТРУГА,1899,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1899,МОРО,0
5,СТРУГА,1899,ВМРО - ДПМНЕ и други,2
5,СТРУГА,1899,ТВОЈА,0
5,СТРУГА,1899/1,ДПА,5
5,СТРУГА,1899/1,ДЕМОКРАТИ,0
5,СТРУГА,1899/1,КОАЛИЦИЈА МОЖЕМЕ,17
5,СТРУГА,1899/1,ЛЕВИЦА,0
5,СТРУГА,1899/1,АА / A,191
5,СТРУГА,1899/1,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1899/1,ГДУ,0
5,СТРУГА,1899/1,ИНТЕГРА,0
5,СТРУГА,1899/1,ДУИ,86
5,СТРУГА,1899/1,СДУ,0
5,СТРУГА,1899/1,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1899/1,МОРО,0
5,СТРУГА,1899/1,ВМРО - ДПМНЕ и други,1
5,СТРУГА,1899/1,ТВОЈА,0
5,СТРУГА,1900,ДПА,0
5,СТРУГА,1900,ДЕМОКРАТИ,0
5,СТРУГА,1900,КОАЛИЦИЈА МОЖЕМЕ,20
5,СТРУГА,1900,ЛЕВИЦА,0
5,СТРУГА,1900,АА / A,69
5,СТРУГА,1900,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1900,ГДУ,0
5,СТРУГА,1900,ИНТЕГРА,0
5,СТРУГА,1900,ДУИ,140
5,СТРУГА,1900,СДУ,0
5,СТРУГА,1900,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1900,МОРО,0
5,СТРУГА,1900,ВМРО - ДПМНЕ и други,0
5,СТРУГА,1900,ТВОЈА,0
5,СТРУГА,1901,ДПА,0
5,СТРУГА,1901,ДЕМОКРАТИ,0
5,СТРУГА,1901,КОАЛИЦИЈА МОЖЕМЕ,16
5,СТРУГА,1901,ЛЕВИЦА,0
5,СТРУГА,1901,АА / A,20
5,СТРУГА,1901,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1901,ГДУ,0
5,СТРУГА,1901,ИНТЕГРА,0
5,СТРУГА,1901,ДУИ,73
5,СТРУГА,1901,СДУ,0
5,СТРУГА,1901,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1901,МОРО,0
5,СТРУГА,1901,ВМРО - ДПМНЕ и други,0
5,СТРУГА,1901,ТВОЈА,1
5,СТРУГА,1902,ДПА,1
5,СТРУГА,1902,ДЕМОКРАТИ,0
5,СТРУГА,1902,КОАЛИЦИЈА МОЖЕМЕ,5
5,СТРУГА,1902,ЛЕВИЦА,0
5,СТРУГА,1902,АА / A,53
5,СТРУГА,1902,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1902,ГДУ,0
5,СТРУГА,1902,ИНТЕГРА,0
5,СТРУГА,1902,ДУИ,29
5,СТРУГА,1902,СДУ,0
5,СТРУГА,1902,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1902,МОРО,0
5,СТРУГА,1902,ВМРО - ДПМНЕ и други,0
5,СТРУГА,1902,ТВОЈА,0
5,СТРУГА,1903,ДПА,2
5,СТРУГА,1903,ДЕМОКРАТИ,0
5,СТРУГА,1903,КОАЛИЦИЈА МОЖЕМЕ,10
5,СТРУГА,1903,ЛЕВИЦА,0
5,СТРУГА,1903,АА / A,35
5,СТРУГА,1903,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1903,ГДУ,0
5,СТРУГА,1903,ИНТЕГРА,1
5,СТРУГА,1903,ДУИ,47
5,СТРУГА,1903,СДУ,0
5,СТРУГА,1903,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1903,МОРО,0
5,СТРУГА,1903,ВМРО - ДПМНЕ и други,0
5,СТРУГА,1903,ТВОЈА,0
5,СТРУГА,1904,ДПА,1
5,СТРУГА,1904,ДЕМОКРАТИ,0
5,СТРУГА,1904,КОАЛИЦИЈА МОЖЕМЕ,72
5,СТРУГА,1904,ЛЕВИЦА,0
5,СТРУГА,1904,АА / A,9
5,СТРУГА,1904,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1904,ГДУ,0
5,СТРУГА,1904,ИНТЕГРА,1
5,СТРУГА,1904,ДУИ,53
5,СТРУГА,1904,СДУ,0
5,СТРУГА,1904,ЕДИНСТВЕНА МАКЕДОНИЈА,1
5,СТРУГА,1904,МОРО,0
5,СТРУГА,1904,ВМРО - ДПМНЕ и други,23
5,СТРУГА,1904,ТВОЈА,0
5,СТРУГА,1905,ДПА,2
5,СТРУГА,1905,ДЕМОКРАТИ,1
5,СТРУГА,1905,КОАЛИЦИЈА МОЖЕМЕ,78
5,СТРУГА,1905,ЛЕВИЦА,0
5,СТРУГА,1905,АА / A,122
5,СТРУГА,1905,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1905,ГДУ,1
5,СТРУГА,1905,ИНТЕГРА,0
5,СТРУГА,1905,ДУИ,113
5,СТРУГА,1905,СДУ,2
5,СТРУГА,1905,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1905,МОРО,0
5,СТРУГА,1905,ВМРО - ДПМНЕ и други,5
5,СТРУГА,1905,ТВОЈА,0
5,СТРУГА,1905/1,ДПА,1
5,СТРУГА,1905/1,ДЕМОКРАТИ,0
5,СТРУГА,1905/1,КОАЛИЦИЈА МОЖЕМЕ,32
5,СТРУГА,1905/1,ЛЕВИЦА,0
5,СТРУГА,1905/1,АА / A,75
5,СТРУГА,1905/1,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1905/1,ГДУ,0
5,СТРУГА,1905/1,ИНТЕГРА,0
5,СТРУГА,1905/1,ДУИ,108
5,СТРУГА,1905/1,СДУ,0
5,СТРУГА,1905/1,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1905/1,МОРО,0
5,СТРУГА,1905/1,ВМРО - ДПМНЕ и други,2
5,СТРУГА,1905/1,ТВОЈА,0
5,СТРУГА,1906,ДПА,1
5,СТРУГА,1906,ДЕМОКРАТИ,0
5,СТРУГА,1906,КОАЛИЦИЈА МОЖЕМЕ,42
5,СТРУГА,1906,ЛЕВИЦА,0
5,СТРУГА,1906,АА / A,60
5,СТРУГА,1906,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1906,ГДУ,0
5,СТРУГА,1906,ИНТЕГРА,1
5,СТРУГА,1906,ДУИ,89
5,СТРУГА,1906,СДУ,0
5,СТРУГА,1906,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1906,МОРО,0
5,СТРУГА,1906,ВМРО - ДПМНЕ и други,13
5,СТРУГА,1906,ТВОЈА,0
5,СТРУГА,1906/1,ДПА,2
5,СТРУГА,1906/1,ДЕМОКРАТИ,0
5,СТРУГА,1906/1,КОАЛИЦИЈА МОЖЕМЕ,28
5,СТРУГА,1906/1,ЛЕВИЦА,0
5,СТРУГА,1906/1,АА / A,50
5,СТРУГА,1906/1,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1906/1,ГДУ,0
5,СТРУГА,1906/1,ИНТЕГРА,0
5,СТРУГА,1906/1,ДУИ,70
5,СТРУГА,1906/1,СДУ,5
5,СТРУГА,1906/1,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1906/1,МОРО,0
5,СТРУГА,1906/1,ВМРО - ДПМНЕ и други,6
5,СТРУГА,1906/1,ТВОЈА,0
5,СТРУГА,1907,ДПА,0
5,СТРУГА,1907,ДЕМОКРАТИ,1
5,СТРУГА,1907,КОАЛИЦИЈА МОЖЕМЕ,35
5,СТРУГА,1907,ЛЕВИЦА,0
5,СТРУГА,1907,АА / A,93
5,СТРУГА,1907,ГЛАС ЗА МАКЕДОНИЈА,1
5,СТРУГА,1907,ГДУ,1
5,СТРУГА,1907,ИНТЕГРА,0
5,СТРУГА,1907,ДУИ,182
5,СТРУГА,1907,СДУ,0
5,СТРУГА,1907,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1907,МОРО,0
5,СТРУГА,1907,ВМРО - ДПМНЕ и други,8
5,СТРУГА,1907,ТВОЈА,0
5,СТРУГА,1907/1,ДПА,0
5,СТРУГА,1907/1,ДЕМОКРАТИ,1
5,СТРУГА,1907/1,КОАЛИЦИЈА МОЖЕМЕ,14
5,СТРУГА,1907/1,ЛЕВИЦА,1
5,СТРУГА,1907/1,АА / A,23
5,СТРУГА,1907/1,ГЛАС ЗА МАКЕДОНИЈА,1
5,СТРУГА,1907/1,ГДУ,0
5,СТРУГА,1907/1,ИНТЕГРА,0
5,СТРУГА,1907/1,ДУИ,103
5,СТРУГА,1907/1,СДУ,0
5,СТРУГА,1907/1,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1907/1,МОРО,0
5,СТРУГА,1907/1,ВМРО - ДПМНЕ и други,6
5,СТРУГА,1907/1,ТВОЈА,0
5,СТРУГА,1908,ДПА,2
5,СТРУГА,1908,ДЕМОКРАТИ,0
5,СТРУГА,1908,КОАЛИЦИЈА МОЖЕМЕ,82
5,СТРУГА,1908,ЛЕВИЦА,0
5,СТРУГА,1908,АА / A,79
5,СТРУГА,1908,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1908,ГДУ,0
5,СТРУГА,1908,ИНТЕГРА,1
5,СТРУГА,1908,ДУИ,167
5,СТРУГА,1908,СДУ,0
5,СТРУГА,1908,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1908,МОРО,0
5,СТРУГА,1908,ВМРО - ДПМНЕ и други,4
5,СТРУГА,1908,ТВОЈА,0
5,СТРУГА,1909,ДПА,1
5,СТРУГА,1909,ДЕМОКРАТИ,0
5,СТРУГА,1909,КОАЛИЦИЈА МОЖЕМЕ,36
5,СТРУГА,1909,ЛЕВИЦА,0
5,СТРУГА,1909,АА / A,118
5,СТРУГА,1909,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1909,ГДУ,0
5,СТРУГА,1909,ИНТЕГРА,0
5,СТРУГА,1909,ДУИ,79
5,СТРУГА,1909,СДУ,0
5,СТРУГА,1909,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1909,МОРО,0
5,СТРУГА,1909,ВМРО - ДПМНЕ и други,0
5,СТРУГА,1909,ТВОЈА,1
5,СТРУГА,1909/1,ДПА,1
5,СТРУГА,1909/1,ДЕМОКРАТИ,0
5,СТРУГА,1909/1,КОАЛИЦИЈА МОЖЕМЕ,22
5,СТРУГА,1909/1,ЛЕВИЦА,0
5,СТРУГА,1909/1,АА / A,55
5,СТРУГА,1909/1,ГЛАС ЗА МАКЕДОНИЈА,0
5,СТРУГА,1909/1,ГДУ,0
5,СТРУГА,1909/1,ИНТЕГРА,0
5,СТРУГА,1909/1,ДУИ,106
5,СТРУГА,1909/1,СДУ,0
5,СТРУГА,1909/1,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1909/1,МОРО,0
5,СТРУГА,1909/1,ВМРО - ДПМНЕ и други,2
5,СТРУГА,1909/1,ТВОЈА,0
5,СТРУГА,1910,ДПА,1
5,СТРУГА,1910,ДЕМОКРАТИ,0
5,СТРУГА,1910,КОАЛИЦИЈА МОЖЕМЕ,42
5,СТРУГА,1910,ЛЕВИЦА,0
5,СТРУГА,1910,АА / A,66
5,СТРУГА,1910,ГЛАС ЗА МАКЕДОНИЈА,1
5,СТРУГА,1910,ГДУ,0
5,СТРУГА,1910,ИНТЕГРА,0
5,СТРУГА,1910,ДУИ,169
5,СТРУГА,1910,СДУ,1
5,СТРУГА,1910,ЕДИНСТВЕНА МАКЕДОНИЈА,0
5,СТРУГА,1910,МОРО,0
5,СТРУГА,1910,ВМРО - ДПМНЕ и други,15
5,СТРУГА,1910,ТВОЈА,0
5,СТРУГА,1910/1,ДПА,3
5,СТРУГА,1910/1,ДЕМОКРАТИ,0
5,СТРУГА,1910/1,КОАЛИЦИЈА МОЖЕМЕ,42
5,СТРУГА,1910/1,ЛЕВИЦА,2
