Изборна единица,Општина,Избирачко место,Подносител на листа,Освоени гласови
2,ЧАИР,2922/1,ВМРО - ДПМНЕ и други,32
2,ЧАИР,2922/1,ТВОЈА,0
2,ЧАИР,2924,ДПА,4
2,ЧАИР,2924,ДЕМОКРАТИ,0
2,ЧАИР,2924,КОАЛИЦИЈА МОЖЕМЕ,123
2,ЧАИР,2924,ЛЕВИЦА,7
2,ЧАИР,2924,АА / A,87
2,ЧАИР,2924,ГЛАС ЗА МАКЕДОНИЈА,2
2,ЧАИР,2924,ГДУ,2
2,ЧАИР,2924,ИНТЕГРА,3
2,ЧАИР,2924,ДУИ,122
2,ЧАИР,2924,СДУ,1
2,ЧАИР,2924,ЕДИНСТВЕНА МАКЕДОНИЈА,0
2,ЧАИР,2924,МОРО,1
2,ЧАИР,2924,НП НА РОМИТЕ,1
2,ЧАИР,2924,ВМРО - ДПМНЕ и други,115
2,ЧАИР,2924,ТВОЈА,1
2,ЧАИР,2925,ДПА,7
2,ЧАИР,2925,ДЕМОКРАТИ,0
2,ЧАИР,2925,КОАЛИЦИЈА МОЖЕМЕ,108
2,ЧАИР,2925,ЛЕВИЦА,10
2,ЧАИР,2925,АА / A,87
2,ЧАИР,2925,ГЛАС ЗА МАКЕДОНИЈА,0
2,ЧАИР,2925,ГДУ,1
2,ЧАИР,2925,ИНТЕГРА,1
2,ЧАИР,2925,ДУИ,131
2,ЧАИР,2925,СДУ,0
2,ЧАИР,2925,ЕДИНСТВЕНА МАКЕДОНИЈА,1
2,ЧАИР,2925,МОРО,2
2,ЧАИР,2925,НП НА РОМИТЕ,3
2,ЧАИР,2925,ВМРО - ДПМНЕ и други,86
2,ЧАИР,2925,ТВОЈА,0
2,ЧАИР,2926,ДПА,1
2,ЧАИР,2926,ДЕМОКРАТИ,0
2,ЧАИР,2926,КОАЛИЦИЈА МОЖЕМЕ,104
2,ЧАИР,2926,ЛЕВИЦА,10
2,ЧАИР,2926,АА / A,80
2,ЧАИР,2926,ГЛАС ЗА МАКЕДОНИЈА,1
2,ЧАИР,2926,ГДУ,1
2,ЧАИР,2926,ИНТЕГРА,1
2,ЧАИР,2926,ДУИ,88
2,ЧАИР,2926,СДУ,0
2,ЧАИР,2926,ЕДИНСТВЕНА МАКЕДОНИЈА,1
2,ЧАИР,2926,МОРО,1
2,ЧАИР,2926,НП НА РОМИТЕ,0
2,ЧАИР,2926,ВМРО - ДПМНЕ и други,66
2,ЧАИР,2926,ТВОЈА,1
2,ЧАИР,2927,ДПА,2
2,ЧАИР,2927,ДЕМОКРАТИ,1
2,ЧАИР,2927,КОАЛИЦИЈА МОЖЕМЕ,120
2,ЧАИР,2927,ЛЕВИЦА,11
2,ЧАИР,2927,АА / A,92
2,ЧАИР,2927,ГЛАС ЗА МАКЕДОНИЈА,1
2,ЧАИР,2927,ГДУ,0
2,ЧАИР,2927,ИНТЕГРА,0
2,ЧАИР,2927,ДУИ,126
2,ЧАИР,2927,СДУ,3
2,ЧАИР,2927,ЕДИНСТВЕНА МАКЕДОНИЈА,1
2,ЧАИР,2927,МОРО,0
2,ЧАИР,2927,НП НА РОМИТЕ,0
2,ЧАИР,2927,ВМРО - ДПМНЕ и други,120
2,ЧАИР,2927,ТВОЈА,2
2,ЧАИР,2928,ДПА,1
2,ЧАИР,2928,ДЕМОКРАТИ,0
2,ЧАИР,2928,КОАЛИЦИЈА МОЖЕМЕ,90
2,ЧАИР,2928,ЛЕВИЦА,13
2,ЧАИР,2928,АА / A,157
2,ЧАИР,2928,ГЛАС ЗА МАКЕДОНИЈА,0
2,ЧАИР,2928,ГДУ,0
2,ЧАИР,2928,ИНТЕГРА,2
2,ЧАИР,2928,ДУИ,156
2,ЧАИР,2928,СДУ,3
2,ЧАИР,2928,ЕДИНСТВЕНА МАКЕДОНИЈА,2
2,ЧАИР,2928,МОРО,2
2,ЧАИР,2928,НП НА РОМИТЕ,2
2,ЧАИР,2928,ВМРО - ДПМНЕ и други,66
2,ЧАИР,2928,ТВОЈА,0
2,ЧАИР,2934,ДПА,1
2,ЧАИР,2934,ДЕМОКРАТИ,1
2,ЧАИР,2934,КОАЛИЦИЈА МОЖЕМЕ,22
2,ЧАИР,2934,ЛЕВИЦА,1
2,ЧАИР,2934,АА / A,86
2,ЧАИР,2934,ГЛАС ЗА МАКЕДОНИЈА,2
2,ЧАИР,2934,ГДУ,0
2,ЧАИР,2934,ИНТЕГРА,1
2,ЧАИР,2934,ДУИ,185
2,ЧАИР,2934,СДУ,0
2,ЧАИР,2934,ЕДИНСТВЕНА МАКЕДОНИЈА,0
2,ЧАИР,2934,МОРО,0
2,ЧАИР,2934,НП НА РОМИТЕ,0
2,ЧАИР,2934,ВМРО - ДПМНЕ и други,15
2,ЧАИР,2934,ТВОЈА,0
2,ЧАИР,2934/1,ДПА,0
2,ЧАИР,2934/1,ДЕМОКРАТИ,0
2,ЧАИР,2934/1,КОАЛИЦИЈА МОЖЕМЕ,40
2,ЧАИР,2934/1,ЛЕВИЦА,1
2,ЧАИР,2934/1,АА / A,112
2,ЧАИР,2934/1,ГЛАС ЗА МАКЕДОНИЈА,0
2,ЧАИР,2934/1,ГДУ,0
2,ЧАИР,2934/1,ИНТЕГРА,0
2,ЧАИР,2934/1,ДУИ,146
2,ЧАИР,2934/1,СДУ,0
2,ЧАИР,2934/1,ЕДИНСТВЕНА МАКЕДОНИЈА,0
2,ЧАИР,2934/1,МОРО,0
2,ЧАИР,2934/1,НП НА РОМИТЕ,0
2,ЧАИР,2934/1,ВМРО - ДПМНЕ и други,13
2,ЧАИР,2934/1,ТВОЈА,0
2,ЧАИР,2935,ДПА,0
2,ЧАИР,2935,ДЕМОКРАТИ,2
2,ЧАИР,2935,КОАЛИЦИЈА МОЖЕМЕ,26
2,ЧАИР,2935,ЛЕВИЦА,3
2,ЧАИР,2935,АА / A,72
2,ЧАИР,2935,ГЛАС ЗА МАКЕДОНИЈА,1
2,ЧАИР,2935,ГДУ,0
2,ЧАИР,2935,ИНТЕГРА,1
2,ЧАИР,2935,ДУИ,179
2,ЧАИР,2935,СДУ,0
2,ЧАИР,2935,ЕДИНСТВЕНА МАКЕДОНИЈА,0
2,ЧАИР,2935,МОРО,1
2,ЧАИР,2935,НП НА РОМИТЕ,0
2,ЧАИР,2935,ВМРО - ДПМНЕ и други,16
2,ЧАИР,2935,ТВОЈА,0
2,ЧАИР,2935/1,ДПА,5
2,ЧАИР,2935/1,ДЕМОКРАТИ,0
2,ЧАИР,2935/1,КОАЛИЦИЈА МОЖЕМЕ,31
2,ЧАИР,2935/1,ЛЕВИЦА,1
2,ЧАИР,2935/1,АА / A,91
2,ЧАИР,2935/1,ГЛАС ЗА МАКЕДОНИЈА,1
2,ЧАИР,2935/1,ГДУ,0
2,ЧАИР,2935/1,ИНТЕГРА,1
2,ЧАИР,2935/1,ДУИ,99
2,ЧАИР,2935/1,СДУ,0
2,ЧАИР,2935/1,ЕДИНСТВЕНА МАКЕДОНИЈА,0
2,ЧАИР,2935/1,МОРО,0
2,ЧАИР,2935/1,НП НА РОМИТЕ,0
2,ЧАИР,2935/1,ВМРО - ДПМНЕ и други,12
2,ЧАИР,2935/1,ТВОЈА,0
2,ЧАИР,2936,ДПА,1
2,ЧАИР,2936,ДЕМОКРАТИ,0
2,ЧАИР,2936,КОАЛИЦИЈА МОЖЕМЕ,26
2,ЧАИР,2936,ЛЕВИЦА,0
2,ЧАИР,2936,АА / A,133
2,ЧАИР,2936,ГЛАС ЗА МАКЕДОНИЈА,0
2,ЧАИР,2936,ГДУ,0
2,ЧАИР,2936,ИНТЕГРА,0
2,ЧАИР,2936,ДУИ,187
2,ЧАИР,2936,СДУ,0
2,ЧАИР,2936,ЕДИНСТВЕНА МАКЕДОНИЈА,0
2,ЧАИР,2936,МОРО,0
2,ЧАИР,2936,НП НА РОМИТЕ,0
2,ЧАИР,2936,ВМРО - ДПМНЕ и други,6
2,ЧАИР,2936,ТВОЈА,0
2,ЧАИР,2936/1,ДПА,2
2,ЧАИР,2936/1,ДЕМОКРАТИ,0
2,ЧАИР,2936/1,КОАЛИЦИЈА МОЖЕМЕ,26
2,ЧАИР,2936/1,ЛЕВИЦА,0
2,ЧАИР,2936/1,АА / A,139
2,ЧАИР,2936/1,ГЛАС ЗА МАКЕДОНИЈА,1
2,ЧАИР,2936/1,ГДУ,0
2,ЧАИР,2936/1,ИНТЕГРА,0
2,ЧАИР,2936/1,ДУИ,249
2,ЧАИР,2936/1,СДУ,0
2,ЧАИР,2936/1,ЕДИНСТВЕНА МАКЕДОНИЈА,0
2,ЧАИР,2936/1,МОРО,0
2,ЧАИР,2936/1,НП НА РОМИТЕ,0
2,ЧАИР,2936/1,ВМРО - ДПМНЕ и други,0
2,ЧАИР,2936/1,ТВОЈА,0
2,ЧАИР,2937,ДПА,4
2,ЧАИР,2937,ДЕМОКРАТИ,1
2,ЧАИР,2937,КОАЛИЦИЈА МОЖЕМЕ,22
2,ЧАИР,2937,ЛЕВИЦА,1
2,ЧАИР,2937,АА / A,161
2,ЧАИР,2937,ГЛАС ЗА МАКЕДОНИЈА,0
2,ЧАИР,2937,ГДУ,0
2,ЧАИР,2937,ИНТЕГРА,0
2,ЧАИР,2937,ДУИ,243
2,ЧАИР,2937,СДУ,0
2,ЧАИР,2937,ЕДИНСТВЕНА МАКЕДОНИЈА,0
2,ЧАИР,2937,МОРО,0
2,ЧАИР,2937,НП НА РОМИТЕ,0
2,ЧАИР,2937,ВМРО - ДПМНЕ и други,0
2,ЧАИР,2937,ТВОЈА,0
2,ЧАИР,2937/1,ДПА,2
2,ЧАИР,2937/1,ДЕМОКРАТИ,0
2,ЧАИР,2937/1,КОАЛИЦИЈА МОЖЕМЕ,52
2,ЧАИР,2937/1,ЛЕВИЦА,3
2,ЧАИР,2937/1,АА / A,106
2,ЧАИР,2937/1,ГЛАС ЗА МАКЕДОНИЈА,0
2,ЧАИР,2937/1,ГДУ,1
2,ЧАИР,2937/1,ИНТЕГРА,0
2,ЧАИР,2937/1,ДУИ,143
2,ЧАИР,2937/1,СДУ,1
2,ЧАИР,2937/1,ЕДИНСТВЕНА МАКЕДОНИЈА,0
2,ЧАИР,2937/1,МОРО,0
2,ЧАИР,2937/1,НП НА РОМИТЕ,0
2,ЧАИР,2937/1,ВМРО - ДПМНЕ и други,12
2,ЧАИР,2937/1,ТВОЈА,0
2,ЧАИР,2938,ДПА,4
2,ЧАИР,2938,ДЕМОКРАТИ,0
2,ЧАИР,2938,КОАЛИЦИЈА МОЖЕМЕ,27
2,ЧАИР,2938,ЛЕВИЦА,0
2,ЧАИР,2938,АА / A,102
2,ЧАИР,2938,ГЛАС ЗА МАКЕДОНИЈА,0
2,ЧАИР,2938,ГДУ,0
2,ЧАИР,2938,ИНТЕГРА,0
2,ЧАИР,2938,ДУИ,276
2,ЧАИР,2938,СДУ,1
2,ЧАИР,2938,ЕДИНСТВЕНА МАКЕДОНИЈА,0
2,ЧАИР,2938,МОРО,0
2,ЧАИР,2938,НП НА РОМИТЕ,0
2,ЧАИР,2938,ВМРО - ДПМНЕ и други,2
2,ЧАИР,2938,ТВОЈА,0
2,ЧАИР,2939,ДПА,1
2,ЧАИР,2939,ДЕМОКРАТИ,1
2,ЧАИР,2939,КОАЛИЦИЈА МОЖЕМЕ,46
2,ЧАИР,2939,ЛЕВИЦА,4
2,ЧАИР,2939,АА / A,100
2,ЧАИР,2939,ГЛАС ЗА МАКЕДОНИЈА,0
2,ЧАИР,2939,ГДУ,0
2,ЧАИР,2939,ИНТЕГРА,1
2,ЧАИР,2939,ДУИ,83
2,ЧАИР,2939,СДУ,0
2,ЧАИР,2939,ЕДИНСТВЕНА МАКЕДОНИЈА,0
2,ЧАИР,2939,МОРО,1
2,ЧАИР,2939,НП НА РОМИТЕ,0
2,ЧАИР,2939,ВМРО - ДПМНЕ и други,53
2,ЧАИР,2939,ТВОЈА,2
2,ЧАИР,2939/1,ДПА,1
2,ЧАИР,2939/1,ДЕМОКРАТИ,0
2,ЧАИР,2939/1,КОАЛИЦИЈА МОЖЕМЕ,37
2,ЧАИР,2939/1,ЛЕВИЦА,8
2,ЧАИР,2939/1,АА / A,78
2,ЧАИР,2939/1,ГЛАС ЗА МАКЕДОНИЈА,0
2,ЧАИР,2939/1,ГДУ,0
2,ЧАИР,2939/1,ИНТЕГРА,2
2,ЧАИР,2939/1,ДУИ,59
2,ЧАИР,2939/1,СДУ,0
2,ЧАИР,2939/1,ЕДИНСТВЕНА МАКЕДОНИЈА,0
2,ЧАИР,2939/1,МОРО,0
2,ЧАИР,2939/1,НП НА РОМИТЕ,0
2,ЧАИР,2939/1,ВМРО - ДПМНЕ и други,66
2,ЧАИР,2939/1,ТВОЈА,0
2,ЧАИР,2940,ДПА,1
2,ЧАИР,2940,ДЕМОКРАТИ,0
2,ЧАИР,2940,КОАЛИЦИЈА МОЖЕМЕ,119
2,ЧАИР,2940,ЛЕВИЦА,7
2,ЧАИР,2940,АА / A,129
2,ЧАИР,2940,ГЛАС ЗА МАКЕДОНИЈА,1
2,ЧАИР,2940,ГДУ,0
2,ЧАИР,2940,ИНТЕГРА,3
2,ЧАИР,2940,ДУИ,110
2,ЧАИР,2940,СДУ,0
2,ЧАИР,2940,ЕДИНСТВЕНА МАКЕДОНИЈА,1
2,ЧАИР,2940,МОРО,0
2,ЧАИР,2940,НП НА РОМИТЕ,0
2,ЧАИР,2940,ВМРО - ДПМНЕ и други,78
2,ЧАИР,2940,ТВОЈА,2
2,ЧАИР,2941,ДПА,1
2,ЧАИР,2941,ДЕМОКРАТИ,0
2,ЧАИР,2941,КОАЛИЦИЈА МОЖЕМЕ,56
2,ЧАИР,2941,ЛЕВИЦА,4
2,ЧАИР,2941,АА / A,54
2,ЧАИР,2941,ГЛАС ЗА МАКЕДОНИЈА,0
2,ЧАИР,2941,ГДУ,0
2,ЧАИР,2941,ИНТЕГРА,1
2,ЧАИР,2941,ДУИ,71
2,ЧАИР,2941,СДУ,0
2,ЧАИР,2941,ЕДИНСТВЕНА МАКЕДОНИЈА,1
2,ЧАИР,2941,МОРО,0
2,ЧАИР,2941,НП НА РОМИТЕ,0
2,ЧАИР,2941,ВМРО - ДПМНЕ и други,38
2,ЧАИР,2941,ТВОЈА,0
2,ЧАИР,2941/1,ДПА,0
2,ЧАИР,2941/1,ДЕМОКРАТИ,0
2,ЧАИР,2941/1,КОАЛИЦИЈА МОЖЕМЕ,53
2,ЧАИР,2941/1,ЛЕВИЦА,3
2,ЧАИР,2941/1,АА / A,34
2,ЧАИР,2941/1,ГЛАС ЗА МАКЕДОНИЈА,1
2,ЧАИР,2941/1,ГДУ,0
2,ЧАИР,2941/1,ИНТЕГРА,2
2,ЧАИР,2941/1,ДУИ,61
2,ЧАИР,2941/1,СДУ,0
2,ЧАИР,2941/1,ЕДИНСТВЕНА МАКЕДОНИЈА,0
2,ЧАИР,2941/1,МОРО,0
2,ЧАИР,2941/1,НП НА РОМИТЕ,0
2,ЧАИР,2941/1,ВМРО - ДПМНЕ и други,30
2,ЧАИР,2941/1,ТВОЈА,2
2,ЧАИР,2942,ДПА,1
2,ЧАИР,2942,ДЕМОКРАТИ,0
2,ЧАИР,2942,КОАЛИЦИЈА МОЖЕМЕ,64
2,ЧАИР,2942,ЛЕВИЦА,12
2,ЧАИР,2942,АА / A,38
2,ЧАИР,2942,ГЛАС ЗА МАКЕДОНИЈА,0
2,ЧАИР,2942,ГДУ,1
2,ЧАИР,2942,ИНТЕГРА,5
2,ЧАИР,2942,ДУИ,98
2,ЧАИР,2942,СДУ,0
2,ЧАИР,2942,ЕДИНСТВЕНА МАКЕДОНИЈА,0
2,ЧАИР,2942,МОРО,0
2,ЧАИР,2942,НП НА РОМИТЕ,0
2,ЧАИР,2942,ВМРО - ДПМНЕ и други,66
2,ЧАИР,2942,ТВОЈА,0
2,ЧАИР,2943,ДПА,2
2,ЧАИР,2943,ДЕМОКРАТИ,1
2,ЧАИР,2943,КОАЛИЦИЈА МОЖЕМЕ,83
2,ЧАИР,2943,ЛЕВИЦА,13
2,ЧАИР,2943,АА / A,71
2,ЧАИР,2943,ГЛАС ЗА МАКЕДОНИЈА,0
2,ЧАИР,2943,ГДУ,3
2,ЧАИР,2943,ИНТЕГРА,2
2,ЧАИР,2943,ДУИ,65
2,ЧАИР,2943,СДУ,0
2,ЧАИР,2943,ЕДИНСТВЕНА МАКЕДОНИЈА,0
2,ЧАИР,2943,МОРО,0
2,ЧАИР,2943,НП НА РОМИТЕ,0
2,ЧАИР,2943,ВМРО - ДПМНЕ и други,47
2,ЧАИР,2943,ТВОЈА,1
2,ЧАИР,2944,ДПА,2
2,ЧАИР,2944,ДЕМОКРАТИ,0
2,ЧАИР,2944,КОАЛИЦИЈА МОЖЕМЕ,77
2,ЧАИР,2944,ЛЕВИЦА,10
2,ЧАИР,2944,АА / A,78
2,ЧАИР,2944,ГЛАС ЗА МАКЕДОНИЈА,1
2,ЧАИР,2944,ГДУ,0
2,ЧАИР,2944,ИНТЕГРА,3
2,ЧАИР,2944,ДУИ,75
2,ЧАИР,2944,СДУ,1
2,ЧАИР,2944,ЕДИНСТВЕНА МАКЕДОНИЈА,1
2,ЧАИР,2944,МОРО,1
2,ЧАИР,2944,НП НА РОМИТЕ,0
2,ЧАИР,2944,ВМРО - ДПМНЕ и други,76
2,ЧАИР,2944,ТВОЈА,0
2,ЧАИР,2945,ДПА,10
2,ЧАИР,2945,ДЕМОКРАТИ,0
2,ЧАИР,2945,КОАЛИЦИЈА МОЖЕМЕ,81
2,ЧАИР,2945,ЛЕВИЦА,4
2,ЧАИР,2945,АА / A,130
2,ЧАИР,2945,ГЛАС ЗА МАКЕДОНИЈА,0
2,ЧАИР,2945,ГДУ,0
2,ЧАИР,2945,ИНТЕГРА,1
2,ЧАИР,2945,ДУИ,282
2,ЧАИР,2945,СДУ,1
2,ЧАИР,2945,ЕДИНСТВЕНА МАКЕДОНИЈА,0
2,ЧАИР,2945,МОРО,3
2,ЧАИР,2945,НП НА РОМИТЕ,0
2,ЧАИР,2945,ВМРО - ДПМНЕ и други,20
2,ЧАИР,2945,ТВОЈА,0
2,ЧАИР,ЗРД-0078/1,ДПА,0
2,ЧАИР,ЗРД-0078/1,ДЕМОКРАТИ,0
2,ЧАИР,ЗРД-0078/1,КОАЛИЦИЈА МОЖЕМЕ,11
2,ЧАИР,ЗРД-0078/1,ЛЕВИЦА,0
2,ЧАИР,ЗРД-0078/1,АА / A,3
2,ЧАИР,ЗРД-0078/1,ГЛАС ЗА МАКЕДОНИЈА,0
2,ЧАИР,ЗРД-0078/1,ГДУ,0
2,ЧАИР,ЗРД-0078/1,ИНТЕГРА,0
2,ЧАИР,ЗРД-0078/1,ДУИ,5
2,ЧАИР,ЗРД-0078/1,СДУ,0
2,ЧАИР,ЗРД-0078/1,ЕДИНСТВЕНА МАКЕДОНИЈА,0
2,ЧАИР,ЗРД-0078/1,МОРО,0
2,ЧАИР,ЗРД-0078/1,НП НА РОМИТЕ,0
2,ЧАИР,ЗРД-0078/1,ВМРО - ДПМНЕ и други,1
2,ЧАИР,ЗРД-0078/1,ТВОЈА,0
2,ЧУЧЕР - САНДЕВО,2462,ДПА,0
2,ЧУЧЕР - САНДЕВО,2462,ДЕМОКРАТИ,0
2,ЧУЧЕР - САНДЕВО,2462,КОАЛИЦИЈА МОЖЕМЕ,90
2,ЧУЧЕР - САНДЕВО,2462,ЛЕВИЦА,3
2,ЧУЧЕР - САНДЕВО,2462,АА / A,0
2,ЧУЧЕР - САНДЕВО,2462,ГЛАС ЗА МАКЕДОНИЈА,0
2,ЧУЧЕР - САНДЕВО,2462,ГДУ,0
2,ЧУЧЕР - САНДЕВО,2462,ИНТЕГРА,1
2,ЧУЧЕР - САНДЕВО,2462,ДУИ,0
2,ЧУЧЕР - САНДЕВО,2462,СДУ,2
2,ЧУЧЕР - САНДЕВО,2462,ЕДИНСТВЕНА МАКЕДОНИЈА,8
2,ЧУЧЕР - САНДЕВО,2462,МОРО,0
2,ЧУЧЕР - САНДЕВО,2462,НП НА РОМИТЕ,0
2,ЧУЧЕР - САНДЕВО,2462,ВМРО - ДПМНЕ и други,104
2,ЧУЧЕР - САНДЕВО,2462,ТВОЈА,0
2,ЧУЧЕР - САНДЕВО,2463,ДПА,0
2,ЧУЧЕР - САНДЕВО,2463,ДЕМОКРАТИ,0
2,ЧУЧЕР - САНДЕВО,2463,КОАЛИЦИЈА МОЖЕМЕ,31
2,ЧУЧЕР - САНДЕВО,2463,ЛЕВИЦА,2
2,ЧУЧЕР - САНДЕВО,2463,АА / A,0
2,ЧУЧЕР - САНДЕВО,2463,ГЛАС ЗА МАКЕДОНИЈА,0
2,ЧУЧЕР - САНДЕВО,2463,ГДУ,0
2,ЧУЧЕР - САНДЕВО,2463,ИНТЕГРА,0
2,ЧУЧЕР - САНДЕВО,2463,ДУИ,0
2,ЧУЧЕР - САНДЕВО,2463,СДУ,0
2,ЧУЧЕР - САНДЕВО,2463,ЕДИНСТВЕНА МАКЕДОНИЈА,2
2,ЧУЧЕР - САНДЕВО,2463,МОРО,0
2,ЧУЧЕР - САНДЕВО,2463,НП НА РОМИТЕ,0
2,ЧУЧЕР - САНДЕВО,2463,ВМРО - ДПМНЕ и други,3
2,ЧУЧЕР - САНДЕВО,2463,ТВОЈА,0
2,ЧУЧЕР - САНДЕВО,2464,ДПА,0
2,ЧУЧЕР - САНДЕВО,2464,ДЕМОКРАТИ,0
2,ЧУЧЕР - САНДЕВО,2464,КОАЛИЦИЈА МОЖЕМЕ,82
2,ЧУЧЕР - САНДЕВО,2464,ЛЕВИЦА,9
2,ЧУЧЕР - САНДЕВО,2464,АА / A,0
2,ЧУЧЕР - САНДЕВО,2464,ГЛАС ЗА МАКЕДОНИЈА,0
2,ЧУЧЕР - САНДЕВО,2464,ГДУ,1
2,ЧУЧЕР - САНДЕВО,2464,ИНТЕГРА,6
2,ЧУЧЕР - САНДЕВО,2464,ДУИ,0
2,ЧУЧЕР - САНДЕВО,2464,СДУ,0
2,ЧУЧЕР - САНДЕВО,2464,ЕДИНСТВЕНА МАКЕДОНИЈА,4
2,ЧУЧЕР - САНДЕВО,2464,МОРО,0
2,ЧУЧЕР - САНДЕВО,2464,НП НА РОМИТЕ,1
2,ЧУЧЕР - САНДЕВО,2464,ВМРО - ДПМНЕ и други,106
2,ЧУЧЕР - САНДЕВО,2464,ТВОЈА,1
2,ЧУЧЕР - САНДЕВО,2465,ДПА,0
2,ЧУЧЕР - САНДЕВО,2465,ДЕМОКРАТИ,0
2,ЧУЧЕР - САНДЕВО,2465,КОАЛИЦИЈА МОЖЕМЕ,92
2,ЧУЧЕР - САНДЕВО,2465,ЛЕВИЦА,9
2,ЧУЧЕР - САНДЕВО,2465,АА / A,0
2,ЧУЧЕР - САНДЕВО,2465,ГЛАС ЗА МАКЕДОНИЈА,1
2,ЧУЧЕР - САНДЕВО,2465,ГДУ,0
2,ЧУЧЕР - САНДЕВО,2465,ИНТЕГРА,5
2,ЧУЧЕР - САНДЕВО,2465,ДУИ,0
2,ЧУЧЕР - САНДЕВО,2465,СДУ,1
2,ЧУЧЕР - САНДЕВО,2465,ЕДИНСТВЕНА МАКЕДОНИЈА,1
2,ЧУЧЕР - САНДЕВО,2465,МОРО,2
2,ЧУЧЕР - САНДЕВО,2465,НП НА РОМИТЕ,0
2,ЧУЧЕР - САНДЕВО,2465,ВМРО - ДПМНЕ и други,84
2,ЧУЧЕР - САНДЕВО,2465,ТВОЈА,0
2,ЧУЧЕР - САНДЕВО,2466,ДПА,0
2,ЧУЧЕР - САНДЕВО,2466,ДЕМОКРАТИ,0
2,ЧУЧЕР - САНДЕВО,2466,КОАЛИЦИЈА МОЖЕМЕ,47
2,ЧУЧЕР - САНДЕВО,2466,ЛЕВИЦА,10
2,ЧУЧЕР - САНДЕВО,2466,АА / A,0
2,ЧУЧЕР - САНДЕВО,2466,ГЛАС ЗА МАКЕДОНИЈА,0
2,ЧУЧЕР - САНДЕВО,2466,ГДУ,0
2,ЧУЧЕР - САНДЕВО,2466,ИНТЕГРА,7
2,ЧУЧЕР - САНДЕВО,2466,ДУИ,0
2,ЧУЧЕР - САНДЕВО,2466,СДУ,0
2,ЧУЧЕР - САНДЕВО,2466,ЕДИНСТВЕНА МАКЕДОНИЈА,5
2,ЧУЧЕР - САНДЕВО,2466,МОРО,1
2,ЧУЧЕР - САНДЕВО,2466,НП НА РОМИТЕ,0
2,ЧУЧЕР - САНДЕВО,2466,ВМРО - ДПМНЕ и други,230
2,ЧУЧЕР - САНДЕВО,2466,ТВОЈА,1
2,ЧУЧЕР - САНДЕВО,2467,ДПА,11
2,ЧУЧЕР - САНДЕВО,2467,ДЕМОКРАТИ,0
2,ЧУЧЕР - САНДЕВО,2467,КОАЛИЦИЈА МОЖЕМЕ,3
2,ЧУЧЕР - САНДЕВО,2467,ЛЕВИЦА,2
2,ЧУЧЕР - САНДЕВО,2467,АА / A,89
2,ЧУЧЕР - САНДЕВО,2467,ГЛАС ЗА МАКЕДОНИЈА,0
2,ЧУЧЕР - САНДЕВО,2467,ГДУ,0
2,ЧУЧЕР - САНДЕВО,2467,ИНТЕГРА,0
2,ЧУЧЕР - САНДЕВО,2467,ДУИ,157
2,ЧУЧЕР - САНДЕВО,2467,СДУ,0
2,ЧУЧЕР - САНДЕВО,2467,ЕДИНСТВЕНА МАКЕДОНИЈА,0
2,ЧУЧЕР - САНДЕВО,2467,МОРО,0
2,ЧУЧЕР - САНДЕВО,2467,НП НА РОМИТЕ,0
2,ЧУЧЕР - САНДЕВО,2467,ВМРО - ДПМНЕ и други,0
2,ЧУЧЕР - САНДЕВО,2467,ТВОЈА,0
2,ЧУЧЕР - САНДЕВО,2468,ДПА,1
2,ЧУЧЕР - САНДЕВО,2468,ДЕМОКРАТИ,0
2,ЧУЧЕР - САНДЕВО,2468,КОАЛИЦИЈА МОЖЕМЕ,5
2,ЧУЧЕР - САНДЕВО,2468,ЛЕВИЦА,0
2,ЧУЧЕР - САНДЕВО,2468,АА / A,114
2,ЧУЧЕР - САНДЕВО,2468,ГЛАС ЗА МАКЕДОНИЈА,0
2,ЧУЧЕР - САНДЕВО,2468,ГДУ,0
2,ЧУЧЕР - САНДЕВО,2468,ИНТЕГРА,0
2,ЧУЧЕР - САНДЕВО,2468,ДУИ,179
2,ЧУЧЕР - САНДЕВО,2468,СДУ,0
2,ЧУЧЕР - САНДЕВО,2468,ЕДИНСТВЕНА МАКЕДОНИЈА,0
2,ЧУЧЕР - САНДЕВО,2468,МОРО,0
2,ЧУЧЕР - САНДЕВО,2468,НП НА РОМИТЕ,0
2,ЧУЧЕР - САНДЕВО,2468,ВМРО - ДПМНЕ и други,0
2,ЧУЧЕР - САНДЕВО,2468,ТВОЈА,0
2,ЧУЧЕР - САНДЕВО,2469,ДПА,1
2,ЧУЧЕР - САНДЕВО,2469,ДЕМОКРАТИ,1
2,ЧУЧЕР - САНДЕВО,2469,КОАЛИЦИЈА МОЖЕМЕ,175
2,ЧУЧЕР - САНДЕВО,2469,ЛЕВИЦА,22
2,ЧУЧЕР - САНДЕВО,2469,АА / A,0
2,ЧУЧЕР - САНДЕВО,2469,ГЛАС ЗА МАКЕДОНИЈА,0
2,ЧУЧЕР - САНДЕВО,2469,ГДУ,0
2,ЧУЧЕР - САНДЕВО,2469,ИНТЕГРА,10
2,ЧУЧЕР - САНДЕВО,2469,ДУИ,2
2,ЧУЧЕР - САНДЕВО,2469,СДУ,1
2,ЧУЧЕР - САНДЕВО,2469,ЕДИНСТВЕНА МАКЕДОНИЈА,1
2,ЧУЧЕР - САНДЕВО,2469,МОРО,3
2,ЧУЧЕР - САНДЕВО,2469,НП НА РОМИТЕ,1
